Customer_ID,Total_Rides,Customer_Segment
CUST_1245,3,Occasional
CUST_1246,2,Occasional
CUST_1248,1,One-time
CUST_1249,2,Occasional
CUST_1251,3,Occasional
CUST_1252,1,One-time
CUST_1253,1,One-time
CUST_1254,2,Occasional
CUST_1255,3,Occasional
CUST_1256,5,Occasional
CUST_1257,2,Occasional
CUST_1258,2,Occasional
CUST_1259,1,One-time
CUST_1260,4,Occasional
CUST_1261,1,One-time
CUST_1262,2,Occasional
CUST_1263,1,One-time
CUST_1264,3,Occasional
CUST_1265,4,Occasional
CUST_1266,6,Frequent
CUST_1267,2,Occasional
CUST_1268,4,Occasional
CUST_1269,3,Occasional
CUST_1271,2,Occasional
CUST_1272,3,Occasional
CUST_1273,3,Occasional
CUST_1274,1,One-time
CUST_1275,2,Occasional
CUST_1276,4,Occasional
CUST_1277,3,Occasional
CUST_1278,1,One-time
CUST_1279,1,One-time
CUST_1280,5,Occasional
CUST_1281,3,Occasional
CUST_1282,3,Occasional
CUST_1283,1,One-time
CUST_1284,3,Occasional
CUST_1285,2,Occasional
CUST_1286,2,Occasional
CUST_1287,3,Occasional
CUST_1289,3,Occasional
CUST_1290,1,One-time
CUST_1291,1,One-time
CUST_1292,1,One-time
CUST_1293,3,Occasional
CUST_1294,1,One-time
CUST_1295,3,Occasional
CUST_1296,4,Occasional
CUST_1297,2,Occasional
CUST_1298,2,Occasional
CUST_1301,2,Occasional
CUST_1303,1,One-time
CUST_1304,1,One-time
CUST_1305,4,Occasional
CUST_1306,4,Occasional
CUST_1307,2,Occasional
CUST_1308,2,Occasional
CUST_1309,1,One-time
CUST_1310,3,Occasional
CUST_1311,2,Occasional
CUST_1312,3,Occasional
CUST_1313,1,One-time
CUST_1314,2,Occasional
CUST_1315,1,One-time
CUST_1317,3,Occasional
CUST_1318,1,One-time
CUST_1319,4,Occasional
CUST_1320,4,Occasional
CUST_1321,2,Occasional
CUST_1322,2,Occasional
CUST_1323,2,Occasional
CUST_1324,5,Occasional
CUST_1325,1,One-time
CUST_1326,5,Occasional
CUST_1327,1,One-time
CUST_1328,4,Occasional
CUST_1329,1,One-time
CUST_1330,1,One-time
CUST_1331,1,One-time
CUST_1332,1,One-time
CUST_1333,2,Occasional
CUST_1334,2,Occasional
CUST_1335,1,One-time
CUST_1336,3,Occasional
CUST_1338,2,Occasional
CUST_1339,7,Frequent
CUST_1340,3,Occasional
CUST_1341,2,Occasional
CUST_1343,3,Occasional
CUST_1344,2,Occasional
CUST_1345,2,Occasional
CUST_1346,1,One-time
CUST_1347,2,Occasional
CUST_1348,5,Occasional
CUST_1349,3,Occasional
CUST_1351,5,Occasional
CUST_1352,2,Occasional
CUST_1353,2,Occasional
CUST_1354,2,Occasional
CUST_1355,2,Occasional
CUST_1356,2,Occasional
CUST_1357,2,Occasional
CUST_1358,3,Occasional
CUST_1359,6,Frequent
CUST_1361,2,Occasional
CUST_1362,3,Occasional
CUST_1364,3,Occasional
CUST_1366,3,Occasional
CUST_1367,2,Occasional
CUST_1368,3,Occasional
CUST_1369,3,Occasional
CUST_1370,1,One-time
CUST_1371,2,Occasional
CUST_1372,6,Frequent
CUST_1374,2,Occasional
CUST_1375,3,Occasional
CUST_1376,4,Occasional
CUST_1377,4,Occasional
CUST_1378,2,Occasional
CUST_1379,4,Occasional
CUST_1380,1,One-time
CUST_1381,2,Occasional
CUST_1382,1,One-time
CUST_1383,3,Occasional
CUST_1384,1,One-time
CUST_1385,4,Occasional
CUST_1387,3,Occasional
CUST_1388,4,Occasional
CUST_1389,2,Occasional
CUST_1390,3,Occasional
CUST_1391,2,Occasional
CUST_1392,2,Occasional
CUST_1393,3,Occasional
CUST_1394,1,One-time
CUST_1395,3,Occasional
CUST_1396,4,Occasional
CUST_1397,3,Occasional
CUST_1399,2,Occasional
CUST_1400,1,One-time
CUST_1401,1,One-time
CUST_1402,2,Occasional
CUST_1403,1,One-time
CUST_1404,5,Occasional
CUST_1405,1,One-time
CUST_1406,4,Occasional
CUST_1407,1,One-time
CUST_1408,4,Occasional
CUST_1409,1,One-time
CUST_1410,1,One-time
CUST_1414,7,Frequent
CUST_1415,2,Occasional
CUST_1416,3,Occasional
CUST_1417,3,Occasional
CUST_1418,1,One-time
CUST_1419,1,One-time
CUST_1420,7,Frequent
CUST_1421,1,One-time
CUST_1422,2,Occasional
CUST_1423,3,Occasional
CUST_1424,2,Occasional
CUST_1425,5,Occasional
CUST_1427,2,Occasional
CUST_1428,1,One-time
CUST_1429,3,Occasional
CUST_1430,5,Occasional
CUST_1431,5,Occasional
CUST_1432,2,Occasional
CUST_1433,1,One-time
CUST_1434,1,One-time
CUST_1435,1,One-time
CUST_1436,3,Occasional
CUST_1437,1,One-time
CUST_1438,2,Occasional
CUST_1439,4,Occasional
CUST_1440,4,Occasional
CUST_1441,1,One-time
CUST_1443,2,Occasional
CUST_1444,1,One-time
CUST_1445,1,One-time
CUST_1446,1,One-time
CUST_1447,4,Occasional
CUST_1448,5,Occasional
CUST_1449,2,Occasional
CUST_1451,2,Occasional
CUST_1452,1,One-time
CUST_1453,4,Occasional
CUST_1454,1,One-time
CUST_1455,2,Occasional
CUST_1456,2,Occasional
CUST_1457,1,One-time
CUST_1458,6,Frequent
CUST_1459,3,Occasional
CUST_1460,1,One-time
CUST_1461,4,Occasional
CUST_1462,4,Occasional
CUST_1463,1,One-time
CUST_1464,2,Occasional
CUST_1466,3,Occasional
CUST_1467,1,One-time
CUST_1468,2,Occasional
CUST_1470,1,One-time
CUST_1471,2,Occasional
CUST_1472,5,Occasional
CUST_1473,3,Occasional
CUST_1474,4,Occasional
CUST_1475,5,Occasional
CUST_1476,1,One-time
CUST_1477,4,Occasional
CUST_1478,3,Occasional
CUST_1479,3,Occasional
CUST_1480,2,Occasional
CUST_1481,2,Occasional
CUST_1482,3,Occasional
CUST_1483,5,Occasional
CUST_1484,2,Occasional
CUST_1485,1,One-time
CUST_1486,5,Occasional
CUST_1487,1,One-time
CUST_1488,3,Occasional
CUST_1489,2,Occasional
CUST_1490,3,Occasional
CUST_1491,5,Occasional
CUST_1492,1,One-time
CUST_1493,1,One-time
CUST_1494,1,One-time
CUST_1495,1,One-time
CUST_1496,2,Occasional
CUST_1497,3,Occasional
CUST_1498,1,One-time
CUST_1499,1,One-time
CUST_1500,3,Occasional
CUST_1501,3,Occasional
CUST_1502,1,One-time
CUST_1503,1,One-time
CUST_1504,1,One-time
CUST_1505,2,Occasional
CUST_1506,3,Occasional
CUST_1507,2,Occasional
CUST_1508,2,Occasional
CUST_1509,2,Occasional
CUST_1510,6,Frequent
CUST_1511,3,Occasional
CUST_1512,2,Occasional
CUST_1513,1,One-time
CUST_1514,5,Occasional
CUST_1515,4,Occasional
CUST_1516,1,One-time
CUST_1517,4,Occasional
CUST_1518,1,One-time
CUST_1519,3,Occasional
CUST_1520,3,Occasional
CUST_1521,1,One-time
CUST_1522,1,One-time
CUST_1523,2,Occasional
CUST_1524,2,Occasional
CUST_1525,5,Occasional
CUST_1526,2,Occasional
CUST_1527,2,Occasional
CUST_1528,4,Occasional
CUST_1529,2,Occasional
CUST_1530,4,Occasional
CUST_1531,1,One-time
CUST_1532,1,One-time
CUST_1533,1,One-time
CUST_1534,4,Occasional
CUST_1535,6,Frequent
CUST_1536,1,One-time
CUST_1537,2,Occasional
CUST_1538,2,Occasional
CUST_1539,1,One-time
CUST_1541,2,Occasional
CUST_1542,2,Occasional
CUST_1543,1,One-time
CUST_1544,2,Occasional
CUST_1546,2,Occasional
CUST_1547,1,One-time
CUST_1548,2,Occasional
CUST_1549,3,Occasional
CUST_1550,3,Occasional
CUST_1553,5,Occasional
CUST_1554,3,Occasional
CUST_1555,2,Occasional
CUST_1556,1,One-time
CUST_1557,2,Occasional
CUST_1558,3,Occasional
CUST_1560,2,Occasional
CUST_1562,2,Occasional
CUST_1564,1,One-time
CUST_1565,2,Occasional
CUST_1567,3,Occasional
CUST_1568,2,Occasional
CUST_1569,3,Occasional
CUST_1570,4,Occasional
CUST_1571,2,Occasional
CUST_1572,2,Occasional
CUST_1573,2,Occasional
CUST_1574,1,One-time
CUST_1575,4,Occasional
CUST_1576,2,Occasional
CUST_1578,3,Occasional
CUST_1579,2,Occasional
CUST_1580,2,Occasional
CUST_1581,1,One-time
CUST_1582,1,One-time
CUST_1583,3,Occasional
CUST_1584,3,Occasional
CUST_1585,2,Occasional
CUST_1586,1,One-time
CUST_1587,4,Occasional
CUST_1588,1,One-time
CUST_1589,3,Occasional
CUST_1590,3,Occasional
CUST_1591,2,Occasional
CUST_1592,2,Occasional
CUST_1594,1,One-time
CUST_1595,3,Occasional
CUST_1596,3,Occasional
CUST_1597,2,Occasional
CUST_1598,2,Occasional
CUST_1599,4,Occasional
CUST_1600,2,Occasional
CUST_1601,4,Occasional
CUST_1602,3,Occasional
CUST_1604,1,One-time
CUST_1605,3,Occasional
CUST_1606,7,Frequent
CUST_1607,1,One-time
CUST_1608,1,One-time
CUST_1609,1,One-time
CUST_1610,2,Occasional
CUST_1611,2,Occasional
CUST_1612,5,Occasional
CUST_1613,6,Frequent
CUST_1615,2,Occasional
CUST_1616,4,Occasional
CUST_1617,1,One-time
CUST_1618,5,Occasional
CUST_1619,2,Occasional
CUST_1620,3,Occasional
CUST_1621,2,Occasional
CUST_1623,1,One-time
CUST_1625,2,Occasional
CUST_1626,1,One-time
CUST_1627,5,Occasional
CUST_1628,2,Occasional
CUST_1629,2,Occasional
CUST_1630,2,Occasional
CUST_1632,3,Occasional
CUST_1633,1,One-time
CUST_1634,3,Occasional
CUST_1635,3,Occasional
CUST_1636,1,One-time
CUST_1637,3,Occasional
CUST_1638,2,Occasional
CUST_1639,2,Occasional
CUST_1640,4,Occasional
CUST_1641,2,Occasional
CUST_1642,2,Occasional
CUST_1643,2,Occasional
CUST_1644,1,One-time
CUST_1645,7,Frequent
CUST_1646,4,Occasional
CUST_1647,3,Occasional
CUST_1648,2,Occasional
CUST_1651,4,Occasional
CUST_1652,4,Occasional
CUST_1653,6,Frequent
CUST_1654,3,Occasional
CUST_1655,1,One-time
CUST_1656,2,Occasional
CUST_1657,3,Occasional
CUST_1658,1,One-time
CUST_1659,6,Frequent
CUST_1660,2,Occasional
CUST_1661,1,One-time
CUST_1662,6,Frequent
CUST_1663,1,One-time
CUST_1664,3,Occasional
CUST_1665,3,Occasional
CUST_1666,2,Occasional
CUST_1667,1,One-time
CUST_1668,3,Occasional
CUST_1669,3,Occasional
CUST_1670,1,One-time
CUST_1671,1,One-time
CUST_1672,6,Frequent
CUST_1673,3,Occasional
CUST_1674,5,Occasional
CUST_1675,1,One-time
CUST_1678,1,One-time
CUST_1681,2,Occasional
CUST_1682,2,Occasional
CUST_1683,2,Occasional
CUST_1684,3,Occasional
CUST_1685,5,Occasional
CUST_1686,4,Occasional
CUST_1687,7,Frequent
CUST_1688,3,Occasional
CUST_1689,2,Occasional
CUST_1690,1,One-time
CUST_1691,5,Occasional
CUST_1692,5,Occasional
CUST_1693,4,Occasional
CUST_1694,2,Occasional
CUST_1695,2,Occasional
CUST_1696,3,Occasional
CUST_1697,4,Occasional
CUST_1698,2,Occasional
CUST_1699,5,Occasional
CUST_1700,2,Occasional
CUST_1701,2,Occasional
CUST_1702,3,Occasional
CUST_1703,2,Occasional
CUST_1704,1,One-time
CUST_1705,1,One-time
CUST_1706,3,Occasional
CUST_1708,1,One-time
CUST_1709,2,Occasional
CUST_1710,3,Occasional
CUST_1711,3,Occasional
CUST_1712,2,Occasional
CUST_1713,1,One-time
CUST_1714,2,Occasional
CUST_1715,3,Occasional
CUST_1716,3,Occasional
CUST_1717,4,Occasional
CUST_1718,6,Frequent
CUST_1719,5,Occasional
CUST_1721,7,Frequent
CUST_1722,5,Occasional
CUST_1723,3,Occasional
CUST_1724,3,Occasional
CUST_1725,1,One-time
CUST_1726,1,One-time
CUST_1727,2,Occasional
CUST_1728,3,Occasional
CUST_1729,3,Occasional
CUST_1730,1,One-time
CUST_1731,2,Occasional
CUST_1732,5,Occasional
CUST_1733,2,Occasional
CUST_1735,3,Occasional
CUST_1736,1,One-time
CUST_1737,2,Occasional
CUST_1738,1,One-time
CUST_1739,1,One-time
CUST_1740,3,Occasional
CUST_1741,4,Occasional
CUST_1742,4,Occasional
CUST_1743,3,Occasional
CUST_1744,3,Occasional
CUST_1745,6,Frequent
CUST_1746,2,Occasional
CUST_1747,4,Occasional
CUST_1748,3,Occasional
CUST_1749,4,Occasional
CUST_1750,7,Frequent
CUST_1751,1,One-time
CUST_1752,3,Occasional
CUST_1753,4,Occasional
CUST_1754,1,One-time
CUST_1755,2,Occasional
CUST_1756,2,Occasional
CUST_1757,1,One-time
CUST_1759,1,One-time
CUST_1760,4,Occasional
CUST_1761,2,Occasional
CUST_1762,2,Occasional
CUST_1764,3,Occasional
CUST_1766,1,One-time
CUST_1767,1,One-time
CUST_1768,3,Occasional
CUST_1769,6,Frequent
CUST_1770,2,Occasional
CUST_1771,2,Occasional
CUST_1772,3,Occasional
CUST_1773,1,One-time
CUST_1774,2,Occasional
CUST_1775,1,One-time
CUST_1776,1,One-time
CUST_1777,1,One-time
CUST_1778,2,Occasional
CUST_1779,2,Occasional
CUST_1781,3,Occasional
CUST_1782,6,Frequent
CUST_1783,4,Occasional
CUST_1785,4,Occasional
CUST_1786,4,Occasional
CUST_1787,3,Occasional
CUST_1788,2,Occasional
CUST_1790,2,Occasional
CUST_1791,2,Occasional
CUST_1792,1,One-time
CUST_1793,2,Occasional
CUST_1794,1,One-time
CUST_1795,2,Occasional
CUST_1796,2,Occasional
CUST_1797,5,Occasional
CUST_1798,2,Occasional
CUST_1800,2,Occasional
CUST_1801,4,Occasional
CUST_1802,3,Occasional
CUST_1803,2,Occasional
CUST_1804,3,Occasional
CUST_1805,3,Occasional
CUST_1806,2,Occasional
CUST_1807,5,Occasional
CUST_1808,1,One-time
CUST_1810,1,One-time
CUST_1811,2,Occasional
CUST_1812,1,One-time
CUST_1813,4,Occasional
CUST_1815,3,Occasional
CUST_1817,2,Occasional
CUST_1818,2,Occasional
CUST_1819,7,Frequent
CUST_1820,3,Occasional
CUST_1821,3,Occasional
CUST_1822,1,One-time
CUST_1823,2,Occasional
CUST_1824,3,Occasional
CUST_1826,2,Occasional
CUST_1827,1,One-time
CUST_1828,5,Occasional
CUST_1829,2,Occasional
CUST_1830,1,One-time
CUST_1831,4,Occasional
CUST_1832,1,One-time
CUST_1833,2,Occasional
CUST_1834,4,Occasional
CUST_1835,2,Occasional
CUST_1836,1,One-time
CUST_1838,2,Occasional
CUST_1840,2,Occasional
CUST_1841,5,Occasional
CUST_1842,2,Occasional
CUST_1843,1,One-time
CUST_1844,3,Occasional
CUST_1845,4,Occasional
CUST_1846,1,One-time
CUST_1847,1,One-time
CUST_1848,2,Occasional
CUST_1849,3,Occasional
CUST_1852,5,Occasional
CUST_1853,6,Frequent
CUST_1854,4,Occasional
CUST_1855,3,Occasional
CUST_1856,1,One-time
CUST_1857,1,One-time
CUST_1858,3,Occasional
CUST_1859,4,Occasional
CUST_1860,3,Occasional
CUST_1861,2,Occasional
CUST_1862,3,Occasional
CUST_1864,2,Occasional
CUST_1865,3,Occasional
CUST_1866,4,Occasional
CUST_1867,1,One-time
CUST_1868,2,Occasional
CUST_1869,5,Occasional
CUST_1870,4,Occasional
CUST_1871,3,Occasional
CUST_1872,3,Occasional
CUST_1873,1,One-time
CUST_1874,2,Occasional
CUST_1875,1,One-time
CUST_1876,3,Occasional
CUST_1877,3,Occasional
CUST_1878,2,Occasional
CUST_1879,3,Occasional
CUST_1880,1,One-time
CUST_1881,6,Frequent
CUST_1882,1,One-time
CUST_1884,3,Occasional
CUST_1885,3,Occasional
CUST_1886,4,Occasional
CUST_1887,3,Occasional
CUST_1888,1,One-time
CUST_1889,3,Occasional
CUST_1890,5,Occasional
CUST_1891,2,Occasional
CUST_1892,2,Occasional
CUST_1893,5,Occasional
CUST_1894,5,Occasional
CUST_1895,3,Occasional
CUST_1896,2,Occasional
CUST_1897,3,Occasional
CUST_1898,1,One-time
CUST_1899,2,Occasional
CUST_1901,2,Occasional
CUST_1902,1,One-time
CUST_1903,2,Occasional
CUST_1904,1,One-time
CUST_1906,3,Occasional
CUST_1907,2,Occasional
CUST_1908,3,Occasional
CUST_1909,1,One-time
CUST_1911,2,Occasional
CUST_1913,1,One-time
CUST_1914,3,Occasional
CUST_1915,4,Occasional
CUST_1916,5,Occasional
CUST_1917,4,Occasional
CUST_1918,6,Frequent
CUST_1919,3,Occasional
CUST_1920,4,Occasional
CUST_1922,1,One-time
CUST_1923,1,One-time
CUST_1924,3,Occasional
CUST_1925,1,One-time
CUST_1927,2,Occasional
CUST_1928,5,Occasional
CUST_1929,1,One-time
CUST_1930,1,One-time
CUST_1931,4,Occasional
CUST_1932,2,Occasional
CUST_1934,2,Occasional
CUST_1935,1,One-time
CUST_1936,2,Occasional
CUST_1937,3,Occasional
CUST_1938,1,One-time
CUST_1939,3,Occasional
CUST_1940,1,One-time
CUST_1941,3,Occasional
CUST_1942,3,Occasional
CUST_1943,2,Occasional
CUST_1944,2,Occasional
CUST_1945,2,Occasional
CUST_1947,1,One-time
CUST_1948,1,One-time
CUST_1949,3,Occasional
CUST_1950,1,One-time
CUST_1953,2,Occasional
CUST_1955,1,One-time
CUST_1956,1,One-time
CUST_1957,3,Occasional
CUST_1958,5,Occasional
CUST_1959,3,Occasional
CUST_1960,4,Occasional
CUST_1962,3,Occasional
CUST_1963,2,Occasional
CUST_1964,1,One-time
CUST_1965,3,Occasional
CUST_1966,3,Occasional
CUST_1967,2,Occasional
CUST_1969,3,Occasional
CUST_1970,1,One-time
CUST_1971,4,Occasional
CUST_1972,2,Occasional
CUST_1973,2,Occasional
CUST_1974,1,One-time
CUST_1975,2,Occasional
CUST_1976,2,Occasional
CUST_1977,4,Occasional
CUST_1978,1,One-time
CUST_1979,3,Occasional
CUST_1981,7,Frequent
CUST_1982,4,Occasional
CUST_1983,3,Occasional
CUST_1984,2,Occasional
CUST_1985,2,Occasional
CUST_1986,2,Occasional
CUST_1987,3,Occasional
CUST_1988,2,Occasional
CUST_1989,1,One-time
CUST_1990,4,Occasional
CUST_1991,1,One-time
CUST_1992,2,Occasional
CUST_1993,2,Occasional
CUST_1994,4,Occasional
CUST_1995,1,One-time
CUST_1996,5,Occasional
CUST_1997,4,Occasional
CUST_1998,3,Occasional
CUST_1999,3,Occasional
CUST_2000,2,Occasional
CUST_2001,2,Occasional
CUST_2002,3,Occasional
CUST_2003,2,Occasional
CUST_2005,1,One-time
CUST_2006,3,Occasional
CUST_2007,4,Occasional
CUST_2008,1,One-time
CUST_2009,2,Occasional
CUST_2010,1,One-time
CUST_2011,3,Occasional
CUST_2013,3,Occasional
CUST_2014,2,Occasional
CUST_2015,2,Occasional
CUST_2016,1,One-time
CUST_2017,1,One-time
CUST_2018,2,Occasional
CUST_2020,3,Occasional
CUST_2021,2,Occasional
CUST_2022,4,Occasional
CUST_2023,1,One-time
CUST_2025,3,Occasional
CUST_2028,3,Occasional
CUST_2029,3,Occasional
CUST_2030,2,Occasional
CUST_2031,4,Occasional
CUST_2032,3,Occasional
CUST_2033,2,Occasional
CUST_2034,2,Occasional
CUST_2035,4,Occasional
CUST_2036,5,Occasional
CUST_2037,5,Occasional
CUST_2038,3,Occasional
CUST_2039,2,Occasional
CUST_2040,4,Occasional
CUST_2041,3,Occasional
CUST_2042,2,Occasional
CUST_2043,3,Occasional
CUST_2044,3,Occasional
CUST_2045,2,Occasional
CUST_2046,2,Occasional
CUST_2047,3,Occasional
CUST_2048,1,One-time
CUST_2049,4,Occasional
CUST_2050,2,Occasional
CUST_2051,1,One-time
CUST_2052,4,Occasional
CUST_2054,1,One-time
CUST_2055,3,Occasional
CUST_2056,2,Occasional
CUST_2057,1,One-time
CUST_2058,2,Occasional
CUST_2059,4,Occasional
CUST_2060,2,Occasional
CUST_2061,2,Occasional
CUST_2062,2,Occasional
CUST_2063,3,Occasional
CUST_2064,3,Occasional
CUST_2065,3,Occasional
CUST_2066,1,One-time
CUST_2067,3,Occasional
CUST_2069,4,Occasional
CUST_2070,6,Frequent
CUST_2071,2,Occasional
CUST_2072,3,Occasional
CUST_2073,2,Occasional
CUST_2074,1,One-time
CUST_2075,2,Occasional
CUST_2076,2,Occasional
CUST_2077,4,Occasional
CUST_2078,1,One-time
CUST_2079,3,Occasional
CUST_2080,2,Occasional
CUST_2081,6,Frequent
CUST_2082,3,Occasional
CUST_2083,3,Occasional
CUST_2084,3,Occasional
CUST_2085,3,Occasional
CUST_2086,4,Occasional
CUST_2087,1,One-time
CUST_2088,1,One-time
CUST_2089,1,One-time
CUST_2090,2,Occasional
CUST_2091,1,One-time
CUST_2092,2,Occasional
CUST_2093,3,Occasional
CUST_2094,4,Occasional
CUST_2095,1,One-time
CUST_2096,4,Occasional
CUST_2097,4,Occasional
CUST_2098,3,Occasional
CUST_2099,2,Occasional
CUST_2100,6,Frequent
CUST_2101,1,One-time
CUST_2102,7,Frequent
CUST_2103,4,Occasional
CUST_2104,2,Occasional
CUST_2106,7,Frequent
CUST_2107,1,One-time
CUST_2108,2,Occasional
CUST_2109,2,Occasional
CUST_2110,2,Occasional
CUST_2111,4,Occasional
CUST_2112,1,One-time
CUST_2113,7,Frequent
CUST_2114,2,Occasional
CUST_2115,1,One-time
CUST_2116,2,Occasional
CUST_2117,4,Occasional
CUST_2118,1,One-time
CUST_2119,2,Occasional
CUST_2120,2,Occasional
CUST_2121,2,Occasional
CUST_2122,1,One-time
CUST_2123,1,One-time
CUST_2124,5,Occasional
CUST_2125,2,Occasional
CUST_2126,3,Occasional
CUST_2127,2,Occasional
CUST_2128,2,Occasional
CUST_2129,2,Occasional
CUST_2130,1,One-time
CUST_2132,2,Occasional
